Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Type_H,Type_L,Type_M
-0.9523894433829583,-0.9473598877173782,0.06818514034143008,0.28219975602413067,-1.6959837443286896,0.0,0.0,1.0
-0.9023934097553371,-0.8799590021118496,-0.7294715051501508,0.6333080199205777,-1.648851700781283,0.0,1.0,0.0
-0.9523894433829583,-1.0147607733229451,-0.22744984015544953,0.9442896250860024,-1.6174303384163455,0.0,1.0,0.0
-0.9023934097553371,-0.9473598877173782,-0.5900210426516227,-0.04884517850680491,-1.5860089760514078,0.0,1.0,0.0
-0.9023934097553371,-0.8799590021118496,-0.7294715051501508,0.0013131449069732513,-1.5545876136864702,0.0,1.0,0.0
-0.9523894433829583,-0.9473598877173782,-0.6346451906511517,0.1919147738793301,-1.5231662513215327,0.0,0.0,1.0
-0.9523894433829583,-0.9473598877173782,0.10723126984101795,0.24207309729310825,-1.4760342077741262,0.0,1.0,0.0
-0.9523894433829583,-0.9473598877173782,-0.06568730365715691,0.021376474272484798,-1.4446128454091887,0.0,1.0,0.0
-0.8523973761276875,-0.8799590021118496,0.7152352863346005,-1.1422966289271685,-1.4131914830442511,0.0,0.0,1.0
-0.7524053088724167,-0.677756345295187,1.1280086553302437,-1.2024866170237025,-1.3660594394968446,0.0,0.0,1.0
-0.8024013425000663,-0.7451572309007539,1.3567074138278299,-1.6137848690166836,-1.3189273959494383,1.0,0.0,0.0
-0.7024092752447672,-0.61035545968962,-0.6458012276510339,0.4326747262654651,-1.2403739900370943,1.0,0.0,0.0
-0.7024092752447672,-0.61035545968962,-1.1143547816460884,1.1148279246928485,-1.1618205841247502,0.0,0.0,1.0
-0.7024092752447672,-0.5429545740840913,1.133586673830185,-1.0018533233685898,-1.114688540577344,0.0,0.0,1.0
-0.7024092752447672,-0.5429545740840913,2.7679460943129346,-2.0451464503751753,-1.0675564970299374,0.0,1.0,0.0
-0.7024092752447672,-0.5429545740840913,0.017982973841959956,0.8439729782584461,-1.0361351346649998,0.0,1.0,0.0
-0.7024092752447672,-0.5429545740840913,-1.2705392996444398,0.663403013968845,-1.0047137723000623,0.0,0.0,1.0
-0.652413241617146,-0.5429545740840913,-0.7183154681502685,0.5630863671412888,-0.9575817287526558,0.0,0.0,1.0
-0.6024172079894964,-0.5429545740840913,-1.2984293921441454,1.4559045239065398,-0.9104496852052494,1.0,0.0,0.0
-0.5524211743618752,-0.47555368847852436,0.5200046388366611,-0.7510617062996991,-0.8318962792929054,0.0,0.0,1.0
-0.5524211743618752,-0.47555368847852436,-0.9135461156482079,0.2721680913413756,-0.784764235745499,1.0,0.0,0.0
-0.6024172079894964,-0.47555368847852436,-0.49519472815262355,0.4828330496792433,-0.706210829833155,0.0,1.0,0.0
-0.5524211743618752,-0.47555368847852436,0.23552569533966383,-0.9316316705893005,-0.6747894674682174,0.0,0.0,1.0
-0.5024251407342256,-0.4081528028729957,1.222834969829243,-1.4332149047270821,-0.627657423920811,0.0,1.0,0.0
-0.5024251407342256,-0.4081528028729957,0.12396532534084133,-0.26954180152742907,-0.5962360615558734,0.0,0.0,1.0
-0.5024251407342256,-0.3407519172674287,1.7973708753231787,-1.6739748571132171,-0.549104018008467,0.0,1.0,0.0
-0.452429107106576,-0.3407519172674287,-0.1493575811562738,-0.09900350192058306,-0.5176826556435293,0.0,1.0,0.0
-0.452429107106576,-0.4081528028729957,1.5184699503261225,-1.5435632162373938,-0.48626129327859174,1.0,0.0,0.0
-0.452429107106576,-0.4081528028729957,-0.556552931651976,0.42264306158271003,-0.40770788736624775,0.0,1.0,0.0
-0.5024251407342256,-0.4081528028729957,0.8602637673330699,-0.991821658685834,-0.37628652500131016,0.0,1.0,0.0
-0.452429107106576,-0.3407519172674287,-1.1143547816460884,0.8239096488929353,-0.34486516263637257,0.0,0.0,1.0
-0.5024251407342256,-0.4081528028729957,1.445955709826888,-1.4532782340925934,-0.29773311908896616,0.0,1.0,0.0
-0.5024251407342256,-0.4081528028729957,-0.6681133016507984,0.8339413135756903,-0.26631175672402857,0.0,1.0,0.0
-0.5524211743618752,-0.47555368847852436,0.7040792493347183,-0.7510617062996991,-0.23489039435909095,0.0,1.0,0.0
-0.6024172079894964,-0.61035545968962,0.11280928834095907,-0.530365083279075,-0.20346903199415334,0.0,0.0,1.0
-0.6024172079894964,-0.5429545740840913,-0.4840386911527413,0.8640363076239577,-0.15633698844674693,0.0,0.0,1.0
-0.5524211743618752,-0.5429545740840913,0.23552569533966383,-0.32973178962396227,-0.10920494489934053,0.0,0.0,1.0
-0.6024172079894964,-0.61035545968962,-0.556552931651976,-0.07894017255507152,-0.062072901351934134,0.0,1.0,0.0
-0.5524211743618752,-0.5429545740840913,-0.8912340416484434,1.074701265961826,-0.03065153898699653,1.0,0.0,0.0
-0.6024172079894964,-0.61035545968962,-1.052996578146736,1.255271230251427,0.04790186692534748,0.0,1.0,0.0
-0.6024172079894964,-0.61035545968962,-0.9860603561474425,0.5430230377757772,0.07932322929028508,0.0,1.0,0.0
-0.6024172079894964,-0.61035545968962,-0.9525922451477957,1.0847329306445812,0.11074459165522269,0.0,1.0,0.0
-0.6024172079894964,-0.61035545968962,-0.9525922451477957,0.9141946310377358,0.1421659540201603,0.0,0.0,1.0
-0.6024172079894964,-0.5429545740840913,-0.9302801711480313,0.8540046429412019,0.18929799756756668,1.0,0.0,0.0
-0.6024172079894964,-0.61035545968962,-0.37247832115391877,0.7536879961136456,0.2678514034799107,0.0,0.0,1.0
-0.6024172079894964,-0.61035545968962,-0.2776520066549197,0.9141946310377358,0.3149834470273171,0.0,1.0,0.0
-0.652413241617146,-0.677756345295187,1.6969665423242386,-1.4231832400443263,0.3464048093922547,0.0,0.0,1.0
-0.6024172079894964,-0.61035545968962,-0.6736913201507395,0.6333080199205777,0.3935368529396611,0.0,1.0,0.0
-0.6024172079894964,-0.5429545740840913,-0.6346451906511517,1.3957145358100058,0.4249582153045987,1.0,0.0,0.0
-0.5524211743618752,-0.5429545740840913,-0.7071594311503863,0.4126113968999543,0.5035116212169427,0.0,0.0,1.0
-0.5524211743618752,-0.61035545968962,7.375389375264303,-3.54989615278852,0.5506436647643491,0.0,1.0,0.0
-0.5524211743618752,-0.61035545968962,-0.8689219676486789,1.496031182637562,0.5820650271292868,0.0,1.0,0.0
-0.6024172079894964,-0.677756345295187,-0.23302785865539066,0.382516402851687,0.6134863894942243,1.0,0.0,0.0
-0.652413241617146,-0.677756345295187,0.14627739934060582,-0.49023842454805255,0.6920397954065683,0.0,1.0,0.0
-0.652413241617146,-0.677756345295187,0.8491077303331875,-0.991821658685834,0.723461157771506,0.0,1.0,0.0
-0.6024172079894964,-0.61035545968962,-0.1493575811562738,0.07153479768626296,0.7548825201364435,0.0,1.0,0.0
-0.6024172079894964,-0.61035545968962,-0.3445882286542132,0.24207309729310825,0.7863038825013812,0.0,1.0,0.0
-0.6024172079894964,-0.61035545968962,-0.14377956265633265,0.03140813895523986,0.8177252448663187,0.0,1.0,0.0
-0.6024172079894964,-0.677756345295187,0.6817671753349538,-1.0520116467823681,0.8491466072312563,0.0,0.0,1.0
-0.6024172079894964,-0.61035545968962,-0.8968120601483845,1.445872859223784,0.8962786507786628,0.0,1.0,0.0
-0.6024172079894964,-0.61035545968962,-0.8131417826492676,1.265302894934183,0.9277000131436004,0.0,1.0,0.0
-0.6024172079894964,-0.677756345295187,0.2968838988390162,-0.17925681938262783,0.9591213755085379,0.0,0.0,1.0
-0.6024172079894964,-0.677756345295187,1.618874283325063,-1.7141015158442399,1.0062534190559445,0.0,1.0,0.0
-0.5524211743618752,-0.677756345295187,1.5240479688260637,-1.4131515753615709,1.037674781420882,0.0,0.0,1.0
-0.5024251407342256,-0.61035545968962,-0.08799937765692141,-0.13913016065160544,1.0848068249682883,0.0,1.0,0.0
-0.5024251407342256,-0.61035545968962,-0.8075637641493265,0.5129280437275106,1.116228187333226,0.0,1.0,0.0
-0.5524211743618752,-0.7451572309007539,0.782171508333894,-1.1322649642444131,1.1476495496981636,0.0,0.0,1.0
-0.6024172079894964,-0.7451572309007539,-0.4059464321535655,0.4126113968999543,1.19478159324557,1.0,0.0,0.0
-0.6024172079894964,-0.7451572309007539,-0.06568730365715691,-0.7610933709824549,1.273334999157914,0.0,1.0,0.0
-0.5524211743618752,-0.677756345295187,-0.7183154681502685,2.5794509683751707,1.3047563615228517,0.0,1.0,0.0
-0.5524211743618752,-0.677756345295187,2.14878604081947,-1.7441965098925065,1.3361777238877892,0.0,0.0,1.0
-0.5524211743618752,-0.61035545968962,-0.4840386911527413,0.5530547024585329,1.3833097674351955,0.0,1.0,0.0
-0.5524211743618752,-0.61035545968962,-0.9470142266478546,0.4427063909482209,1.4147311298001333,0.0,1.0,0.0
-0.5024251407342256,-0.61035545968962,0.2968838988390162,-0.5002700892308083,1.4461524921650708,0.0,1.0,0.0
-0.5524211743618752,-0.677756345295187,0.34708606533848635,-0.7711250356652106,1.4775738545300083,0.0,1.0,0.0
-0.6024172079894964,-0.7451572309007539,-0.8912340416484434,0.6734346786516008,1.508995216894946,0.0,1.0,0.0
-0.6024172079894964,-0.7451572309007539,-0.43383652465327116,0.793814654844668,1.5404165792598836,0.0,1.0,0.0
-0.6024172079894964,-0.7451572309007539,-0.4673046356529179,0.13172478578279617,1.5718379416248212,0.0,1.0,0.0
-0.6024172079894964,-0.7451572309007539,-0.785251690149562,1.1549545834238708,-1.6959837443286896,0.0,1.0,0.0
-0.6024172079894964,-0.7451572309007539,-0.7629396161497976,-0.20935181343089515,-1.6645623819637518,0.0,1.0,0.0
-0.6024172079894964,-0.8125581165062826,-0.5230848206523292,0.9944479484997806,-1.6331410195988143,1.0,0.0,0.0
-0.5524211743618752,-0.7451572309007539,-0.49519472815262355,0.7536879961136456,-1.5545876136864702,0.0,1.0,0.0
